,Review_Text,Language,Rating (1-5),Country,Sentiment,Aspect_Focus
993,"The app crashes too often, making ordering difficult.",English,1,Algeria,Negative,App Usability
994,La livraison était rapide et le repas était délicieux.,French,5,Algeria,Positive,Delivery Speed
995,الأكل وصل باردًا ولم يكن جيدًا.,Arabic,2,Algeria,Negative,Food Quality
996,Excellent packaging and fresh food!,English,5,Algeria,Positive,Packaging
997,La plateforme est parfois difficile à naviguer.,French,3,Algeria,Positive,App Usability
998,الأكل كان طيبًا لكن التوصيل كان بطيئًا.,Arabic,3,Algeria,Positive,Delivery Speed
999,The food was delicious but the delivery was slow.,English,3,Algeria,Positive,Food Quality
1000,La nourriture était fraîche et bien présentée.,French,5,Algeria,Positive,Food Quality
1001,الأكل وصل بسرعة وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
1002,The app is user-friendly and works smoothly.,English,5,Algeria,Positive,App Usability
1003,La commande était incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
1004,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
1005,Great selection and delicious food options.,English,5,Algeria,Positive,Food Quality
1006,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
1007,The food was tasty and arrived on time.,English,5,Algeria,Positive,Food Quality
1008,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
1009,الأكل وصل بسرعة وكان لذيذاً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
1010,La livraison était super rapide et la qualité des plats excellente.,French,5,Algeria,Positive,Delivery Speed
1011,La nourriture était froide et le service décevant.,French,2,Algeria,Negative,Food Quality
1012,app needs improvement.,English,3,Algeria,Negative,App Usability
1013,البطاطا كانت باردة والطعام بشكل عام غير لذيذ.,Arabic,1,Algeria,Negative,Food Quality
1014,The delivery was quick but the food could have been better.,English,2,Algeria,Negative,Delivery Speed
1015,Fantastic service! The food arrived in no time and was still hot.,English,5,Algeria,Positive,Delivery Speed
1016,La nourriture était un peu trop épicée à mon goût  mais le service était top.,French,3,Algeria,Negative,Food Quality
1017,The food was fresh and well-packaged and the driver was friendly.,English,5,Algeria,Positive,Packaging
1018,Les plats étaient moyens et la livraison a pris trop de temps.,French,2,Algeria,Negative,Food Quality
1019,The food arrived late but the quality was still good.,English,3,Algeria,Positif,Delivery Speed
1020,جودة الطعام كانت ممتازة ولكن التوصيل تأخر.,Arabic,4,Algeria,Positive,Food Quality
1021,La livraison était parfaite mais j'ai eu des problèmes avec l'application.,French,3,Algeria,Positif,App Usability
1022,the packaging could be improved.,English,2,Algeria,Negative,Packaging
1023,الأكل كان جيدا لكن التوصيل كان بطيئا جدا.,Arabic,2,Algeria,Negative,Delivery Speed
1024,Perfect experience the food was hot and on time.,English,5,Algeria,Positive,Delivery Speed
1025,La nourriture était bonne mais le prix était un peu élevé.,French,4,Algeria,Positive,Pricing
1026,الخدمة جيدة ولكن السعر مرتفع بعض الشيء.,Arabic,4,Algeria,Positive,Pricing
1027,La nourriture était fraîche et délicieuse je suis satisfait.,French,5,Algeria,Positive,Food Quality
1028,The food was cold and tasted bland.,English,2,Algeria,Negative,Food Quality
1029,خدمة رائعة والطعام لذيذ جدًا!,Arabic,5,Algeria,Positive,Food Quality
1030,La livraison a été extrêmement rapide et les plats étaient encore chauds à l'arrivée. Très satisfait de l'expérience!,French,5,Algeria,Positive,Delivery Speed
1031,الخدمة كانت جيدة ولكن الطعام لم يكن لذيذاً كما توقعت وكان باردًا جدًا عند وصوله.,Arabic,2,Algeria,Negative,Food Quality
1032,"The food was fantastic, fresh, and flavorful. It arrived on time, and I was thoroughly impressed!",English,5,Algeria,Positive,Food Quality
1033,"L'application est souvent lente et plantait à plusieurs reprises, ce qui a rendu l'expérience frustrante.",French,2,Algeria,Negative,App Usability
1034,وصل الطعام بسرعة كبيرة وكان طازجًا ولذيذًا، خدمة ممتازة!,Arabic,5,Algeria,Positive,Delivery Speed
1035,"The food took far too long to arrive, and when it finally did, it was cold. Not happy with the service.",English,1,Algeria,Negative,Delivery Speed
1036,"Les repas étaient très bien emballés, aucun problème avec la présentation. Très bonne qualité.",French,5,Algeria,Positive,Packaging
1037,الخدمة كانت ممتازة، الموظفون كانوا ودودين واستجابوا بسرعة لاحتياجاتي. تجربة رائعة.,Arabic,5,Algeria,Positive,Customer Service
1038,"The packaging was subpar, and the food arrived slightly damaged. Needs improvement.",English,2,Algeria,Negative,Packaging
1039,Les prix sont abordables et la qualité est au rendez-vous. Une excellente option pour les repas rapides!,French,5,Algeria,Positive,Pricing
1040,الطلب وصل غير دقيق، وكان جزء من الطعام مفقودًا. خدمة العملاء كانت بطيئة في الرد.,Arabic,2,Algeria,Negative,Order Accuracy
1041,"Delicious food, fresh ingredients, and perfect portions. Will definitely order again!",English,5,Algeria,Positive,Food Quality
1042,"La livraison a été trop lente, et le repas était froid à son arrivée. Décevant.",French,2,Algeria,Negative,Delivery Speed
1043,الطعام كان شهيًا وجاء في الوقت المحدد. تجربة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
1044,The app is really intuitive and easy to navigate. Ordering food has never been simpler!,English,5,Algeria,Positive,App Usability
1045,"La livraison a pris beaucoup trop de temps, et le repas était froid à l'arrivée.",French,1,Algeria,Negative,Delivery Speed
1046,التغليف كان ممتازًا والطعام وصل في حالة جيدة جدًا. تجربة رائعة.,Arabic,5,Algeria,Positive,Packaging
1047,La livraison a été rapide et le repas était encore chaud et délicieux. Très content de mon choix!,French,5,Algeria,Positive,Delivery Speed
1048,الطعام كان باردًا وغير طازج، كانت التجربة مخيبة للآمال.,Arabic,2,Algeria,Negative,Food Quality
1049,The food was amazing and the delivery was punctual. Very pleased with the overall service!,English,5,Algeria,Positive,Food Quality
1050,"L'application a rencontré des problèmes techniques qui ont ralenti ma commande, ce qui était frustrant.",French,2,Algeria,Negative,App Usability
1051,الطعام وصل بسرعة وكان طازجًا ولذيذًا، خدمة رائعة.,Arabic,5,Algeria,Positive,Delivery Speed
1052,"The delivery took too long, and the food arrived lukewarm at best. Disappointed.",English,1,Algeria,Negative,Delivery Speed
1053,"Les plats étaient bien présentés et emballés soigneusement, rien à redire.",French,5,Algeria,Positive,Packaging
1054,كان الموظفون في الخدمة سريعًا ومساعدين جدًا. كانت تجربة جيدة.,Arabic,5,Algeria,Positive,Customer Service
1055,"The food arrived poorly packed, and it was a mess. The delivery service needs improvement.",English,2,Algeria,Negative,Packaging
1056,"Les prix sont compétitifs et la qualité des plats était excellente, une belle surprise!",French,5,Algeria,Positive,Pricing
1057,لم يكن الطلب دقيقًا، وكان بعض العناصر مفقودة. أحتاج إلى تحسين في دقة الخدمة.,Arabic,2,Algeria,Negative,Order Accuracy
1058,"Great meal, perfect temperature, and right on time. Would definitely order again!",English,5,Algeria,Positive,Food Quality
1059,La livraison a pris un peu plus de temps que prévu et le repas est arrivé froid.,French,2,Algeria,Negative,Delivery Speed
1060,الطعام كان لذيذًا وجاء في الموعد المحدد. تجربة ممتازة!,Arabic,5,Algeria,Positive,Food Quality
1061,"The app is quite easy to use, but it tends to freeze during checkout. Needs improvement.",English,3,Algeria,Positive,App Usability
1062,"Le repas était chaud et savoureux, je recommande vivement ce service!",French,5,Algeria,Positive,Food Quality
1063,الخدمة كانت بطيئة والطعام كان غير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
1064,The food was delivered right on time and was hot and delicious. Great service overall.,English,5,Algeria,Positive,Delivery Speed
1065,التغليف كان سيئًا وكان الطعام قد تساقط أثناء النقل.,Arabic,2,Algeria,Negative,Packaging
1066,La commande est arrivée rapidement et le repas était encore bien chaud. Très content de la livraison!,French,5,Algeria,Positive,Delivery Speed
1067,الطعام كان باردًا للغاية ولم يكن لذيذًا كما توقعت.,Arabic,2,Algeria,Negative,Food Quality
1068,"The delivery was quick, and the food was fresh and tasty. Great experience!",English,5,Algeria,Positive,Food Quality
1069,L'application est lente et l'interface est un peu confuse. Il y a de la place pour des améliorations.,French,2,Algeria,Negative,App Usability
1070,الطعام وصل في الوقت المحدد وكان طازجًا جدًا. خدمة رائعة.,Arabic,5,Algeria,Positive,Delivery Speed
1071,"I had to wait a long time for the food, and it was lukewarm. Definitely not happy with the service.",English,1,Algeria,Negative,Delivery Speed
1072,"Le plat était bien présenté et le packaging était parfait, rien ne manquait.",French,5,Algeria,Positive,Packaging
1073,كانت الخدمة سريعة جدًا والموظفون متعاونون. كانت تجربة لطيفة.,Arabic,5,Algeria,Positive,Customer Service
1074,The packaging was a disaster. The food was all over the place when it arrived.,English,2,Algeria,Negative,Packaging
1075,Les prix sont raisonnables et les portions sont généreuses. Je recommande!,French,5,Algeria,Positive,Pricing
1076,لقد كان الطلب غير دقيق، وتم فقدان بعض العناصر. تجربة غير مرضية.,Arabic,2,Algeria,Negative,Order Accuracy
1077,"Amazing food! Fresh and hot when it arrived, and the delivery was spot on.",English,5,Algeria,Positive,Food Quality
1078,La livraison a pris trop de temps et le plat est arrivé froid. Très décevant.,French,2,Algeria,Negative,Delivery Speed
1079,الطعام كان لذيذًا والطريقة التي تم تحضيره بها كانت رائعة. سأطلب مجددًا بالتأكيد!,Arabic,5,Algeria,Positive,Food Quality
1080,"The app works fine, but sometimes it takes longer to process the order. Needs some improvements.",English,3,Algeria,Positive,App Usability
1081,Le repas était délicieux et la livraison rapide. Très satisfait de la commande.,French,5,Algeria,Positive,Food Quality
1082,الخدمة كانت بطيئة والطعام لم يكن جيدًا. لم أكن راضيًا عن التجربة.,Arabic,2,Algeria,Negative,Food Quality
1083,"Food arrived right on time, and it was just perfect. Will be ordering again for sure!",English,5,Algeria,Positive,Delivery Speed
1084,التغليف كان غير ملائم ونتج عن ذلك تضرر الطعام أثناء النقل.,Arabic,2,Algeria,Negative,Packaging
1085,"Livraison rapide, nourriture excellente.",French,5,Algeria,Positive,Food Quality
1086,الطعام كان باردًا.,Arabic,2,Algeria,Negative,Food Quality
1087,"Great delivery, but food was average.",English,3,Algeria,Positive,Food Quality
1088,La commande est arrivée tard.,French,2,Algeria,Negative,Delivery Speed
1089,الطعام لذيذ والتوصيل كان سريعًا.,Arabic,5,Algeria,Positive,Delivery Speed
1090,"Food was good, but the app is slow.",English,3,Algeria,Positive,App Usability
1091,"Très bon service, je recommande!",French,5,Algeria,Positive,Customer Service
1092,الخدمة كانت جيدة، لكن الطعام كان باردًا.,Arabic,3,Algeria,Positive,Food Quality
1093,The food was cold and the app is glitchy.,English,2,Algeria,Negative,App Usability
1094,Livraison rapide et nourriture chaude.,French,5,Algeria,Positive,Delivery Speed
1095,La commande est arrivée très rapidement et la nourriture était délicieuse.,French,5,Algeria,Positive,Food Quality
1096,الطعام كان سيئًا ولم يكن كما توقعت.,Arabic,2,Algeria,Negative,Food Quality
1097,Great timing and the food was fantastic.,English,5,Algeria,Positive,Food Quality
1098,La livraison a pris trop longtemps et la qualité n'était pas au rendez-vous.,French,2,Algeria,Negative,Delivery Speed
1099,الطعام كان رائعًا والطلب وصل في الوقت المحدد.,Arabic,5,Algeria,Positive,Delivery Speed
1100,The food was cold and tasteless. Not happy.,English,2,Algeria,Negative,Food Quality
1101,"Le repas était délicieux, je vais recommander!",French,5,Algeria,Positive,Food Quality
1102,التطبيق بطيء والخدمة لم تكن جيدة.,Arabic,2,Algeria,Negative,App Usability
1103,"Delivery was perfect, food was amazing.",English,5,Algeria,Positive,Delivery Speed
1104,الخدمة كانت بطيئة والطعام لم يكن طازجًا.,Arabic,2,Algeria,Negative,Food Quality
1105,La livraison a été impeccable et les plats étaient savoureux.,French,5,Algeria,Positive,Delivery Speed
1106,الطعام كان جافًا وغير شهي.,Arabic,1,Algeria,Negative,Food Quality
1107,"Excellent experience, the meal was top-notch!",English,5,Algeria,Positive,Food Quality
1108,"J'ai attendu trop longtemps, la nourriture était décevante.",French,2,Algeria,Negative,Delivery Speed
1109,الوجبة كانت لذيذة ولكن التوصيل تأخر.,Arabic,4,Algeria,Positive,Delivery Speed
1110,The meal was cold and lacked flavor.,English,2,Algeria,Negative,Food Quality
1111,Très satisfait de la rapidité et de la qualité.,French,5,Algeria,Positive,Delivery Speed
1112,التطبيق غير مستقر ويوجد مشاكل كثيرة.,Arabic,1,Algeria,Negative,App Usability
1113,"The food was just okay, nothing special.",English,3,Algeria,Negative,Food Quality
1114,La nourriture était bien chaude et le service rapide.,French,5,Algeria,Positive,Food Quality
1115,La commande est arrivée à temps et le plat était succulent.,French,5,Algeria,Positive,Delivery Speed
1116,الطعام كان باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
1117,I was really impressed with how quickly everything was delivered!,English,5,Algeria,Positive,Delivery Speed
1118,Le plat était froid et n'avait pas de goût.,French,1,Algeria,Negative,Food Quality
1119,The food was hot and tasted amazing!,English,5,Algeria,Positive,Food Quality
1120,التوصيل استغرق وقتًا طويلاً والطعام كان دون المستوى.,Arabic,2,Algeria,Negative,Delivery Speed
1121,"The app works well, but I wish it had more features.",English,3,Algeria,Negative,App Usability
1122,"Le service était lent, mais la nourriture était acceptable.",French,3,Algeria,Negative,Delivery Speed
1123,"It was a perfect experience. Fast delivery, excellent food.",English,5,Algeria,Positive,Delivery Speed
1124,التطبيق ممتاز لكن كان يحتاج لتحديثات.,Arabic,4,Algeria,Positive,App Usability
1125,La commande est arrivée rapidement et était bien préparée.,French,5,Algeria,Positive,Food Quality
1126,La qualité de la nourriture n'était pas à la hauteur.,French,2,Algeria,Negative,Food Quality
1127,"It was a great meal, and everything arrived on time.",English,5,Algeria,Positive,Food Quality
1128,الطعام كان باردًا والتوصيل تأخر.,Arabic,2,Algeria,Negative,Food Quality
1129,"Great food and fast service. The burgers were tasty and the staff was friendly. The fries had a nice blend of spices, although the burger meat could be better. A little too much sauce for my taste, but overall, a solid experience. Delivery took a bit longer than expected, but I would still try again.",English,4,Algeria,Positive,Burger Quality
1130,"Fast delivery but the food was not as expected. Burgers had too much sauce, not enough seasoning.",English,2,Algeria,Negative,Burger Quality
1131,"Delivery was prompt, and the food was still warm. The burger was tasty, but the portion size was small.",English,4,Algeria,Positive,Burger Quality
1132,"Food was cold upon arrival. The chicken was dry, and the fries were not crispy.",English,1,Algeria,Negative,Food Quality
1133,"The delivery was fast and food was good. The burger was a bit dry, but the fries were excellent.",English,4,Algeria,Positive,Burger Quality
1134,"Fast service, but the food was disappointing. The fries were soggy, and the burger lacked flavor.",English,2,Algeria,Negative,Food Quality
1135,"Delivery was on time, and the food was hot. The burger was delicious, but the fries could have been better.",English,4,Algeria,Positive,Burger Quality
1136,"Service was fast, but the burger was not good, too greasy and tasteless.",English,2,Algeria,Negative,Burger Quality
1137,"The food arrived quickly, but it was cold. The burger tasted good, but the fries were not great.",English,3,Algeria,Negative,Food Temperature
